season,team,conference,totalPlays,passingPlays,rushingPlays
2008,Michigan State,Big Ten,830,371.0,437.00000000000006
2008,Middle Tennessee,Conference USA,686,352.0,324.0
2008,Minnesota,Big Ten,762,404.0,347.0
2008,Mississippi State,SEC,666,339.0,319.0
2008,Missouri,SEC,734,443.0,274.0
2008,Navy,American Athletic,723,92.0,612.0
2008,NC State,ACC,755,376.0,363.0
2008,Nebraska,Big Ten,771,384.0,369.0
2008,Nevada,Mountain West,845,373.0,459.00000000000006
2008,New Mexico,Mountain West,727,277.0,433.0
2008,New Mexico State,FBS Independents,562,377.0,178.99999999999997
2008,North Carolina,ACC,694,308.0,373.0
2008,Northern Illinois,Mid-American,713,296.0,400.0
2008,North Texas,Conference USA,535,337.0,187.00000000000003
2008,Northwestern,Big Ten,899,442.0,437.0
2008,Notre Dame,FBS Independents,787,416.0,358.0
2008,Ohio,Mid-American,639,321.0,306.0
2008,Ohio State,Big Ten,703,251.0,432.0
2008,Oklahoma,Big 12,762,379.0,376.0
2008,Oklahoma State,Big 12,763,299.0,448.99999999999994
2008,Ole Miss,SEC,737,308.0,412.0
2008,Oregon,Pac-12,791,337.0,435.0
2008,Oregon State,Pac-12,823,406.0,399.0
2008,Penn State,Big Ten,677,311.0,346.0
2008,Pittsburgh,ACC,813,398.0,395.0
2008,Purdue,Big Ten,813,478.0,322.0
2008,Rice,Conference USA,684,396.99999999999994,281.0
2008,Rutgers,Big Ten,687,369.0,306.0
2008,San Diego State,Mountain West,572,386.0,178.0
2008,San José State,Mountain West,706,368.99999999999994,324.0
2008,SMU,American Athletic,570,406.0,153.0
2008,South Carolina,SEC,786,428.0,339.0
2008,Southern Mississippi,Conference USA,807,422.0,374.0
2008,South Florida,American Athletic,791,380.0,394.0
2008,Stanford,Pac-12,679,271.0,395.00000000000006
2008,Syracuse,ACC,556,257.0,284.0
2008,TCU,Big 12,792,336.0,440.0
2008,Temple,American Athletic,486,233.0,248.0
2008,Tennessee,SEC,640,304.0,327.0
2008,Texas,Big 12,705,392.0,304.0
2008,Texas A&M,SEC,635,355.0,273.0
2008,Texas State,Sun Belt,71,25.0,45.0
2008,Texas Tech,Big 12,743,523.0,212.99999999999997
2008,Toledo,Mid-American,378,200.0,171.0
2008,Troy,Sun Belt,760,403.00000000000006,339.0
2008,Tulane,American Athletic,583,296.0,278.0
2008,Tulsa,American Athletic,768,318.0,439.0
2008,UAB,Conference USA,620,287.0,316.0
2008,UCF,American Athletic,704,310.0,384.0
2008,UCLA,Pac-12,743,422.0,302.0
2008,UMass,FBS Independents,23,15.0,8.0
2008,UNLV,Mountain West,718,353.0,353.0
2008,USC,Pac-12,685,330.0,346.0
2008,Utah,Pac-12,783,383.0,379.0
2008,Utah State,Mountain West,599,278.0,311.0
2008,UTEP,Conference USA,635,342.99999999999994,276.0
2008,Vanderbilt,SEC,726,313.0,400.0
2008,Virginia,ACC,631,367.0,258.0
2008,Virginia Tech,ACC,908,316.0,568.0
2008,Wake Forest,ACC,846,374.0,455.00000000000006
2008,Washington,Pac-12,604,300.0,294.0
2008,Washington State,Pac-12,573,296.0,268.0
2008,Western Kentucky,Conference USA,524,222.0,292.0
2008,Western Michigan,Mid-American,533,324.0,201.0
2008,West Virginia,Big 12,763,294.0,451.0
2008,Wisconsin,Big Ten,790,311.0,458.0
2008,Wyoming,Mountain West,620,237.0,376.0
2009,Air Force,Mountain West,833,145.0,665.0
2009,Akron,Mid-American,554,292.00000000000006,254.0
2009,Alabama,SEC,807,330.0,448.00000000000006
2009,Appalachian State,Sun Belt,69,28.0,39.0
2009,Arizona,Pac-12,815,453.0,345.0
2009,Arizona State,Pac-12,669,379.00000000000006,279.0
2009,Arkansas,SEC,702,389.0,297.0
2009,Arkansas State,Sun Belt,663,324.0,324.0
2009,Army,FBS Independents,720,156.0,546.0
2009,Auburn,SEC,810,343.0,452.0
2009,Ball State,Mid-American,628,274.0,333.00000000000006
2009,Baylor,Big 12,651,388.0,251.0
2009,Boise State,Mountain West,755,372.0,366.0
2009,Boston College,ACC,690,307.0,370.00000000000006
2009,Bowling Green,Mid-American,869,570.0,286.0
2009,Buffalo,Mid-American,632,332.0,293.0
2009,BYU,FBS Independents,697,356.0,332.0
2009,California,Pac-12,692,335.0,342.0
2009,Central Michigan,Mid-American,759,411.0,331.0
2009,Cincinnati,American Athletic,656,396.0,247.0
2009,Clemson,ACC,805,368.0,417.0
2009,Coastal Carolina,Sun Belt,104,36.0,66.0
2009,Colorado,Pac-12,768,450.0,307.0
2009,Colorado State,Mountain West,678,312.0,354.0
2009,Connecticut,American Athletic,841,370.0,456.0
2009,Duke,ACC,784,488.99999999999994,277.0
2009,East Carolina,American Athletic,927,432.0,474.00000000000006
2009,Eastern Michigan,Mid-American,549,251.00000000000003,287.0
2009,Florida,SEC,709,302.0,385.00000000000006
2009,Florida Atlantic,Conference USA,750,394.0,348.0
2009,Florida International,Conference USA,745,407.00000000000006,330.0
2009,Florida State,ACC,766,400.00000000000006,347.0
2009,Fresno State,Mountain West,695,276.0,404.0
2009,Georgia,SEC,708,318.0,369.00000000000006
2009,Georgia Southern,Sun Belt,32,16.0,15.0
2009,Georgia Tech,ACC,847,162.0,671.0
2009,Hawai'i,Mountain West,653,449.0,194.0
2009,Houston,American Athletic,960,627.0,313.0
2009,Illinois,Big Ten,739,313.0,417.99999999999994
2009,Indiana,Big Ten,734,407.0,310.0
2009,Iowa,Big Ten,805,393.0,393.0
2009,Iowa State,Big 12,827,353.0,461.0
2009,Kansas,Big 12,773,484.0,277.0
2009,Kansas State,Big 12,678,276.0,390.0
2009,Kent State,Mid-American,703,361.0,330.0
2009,Kentucky,SEC,721,285.0,424.0
2009,Liberty,FBS Independents,59,34.0,23.0
2009,Louisiana,Sun Belt,776,386.0,381.0
2009,Louisiana Monroe,Sun Belt,657,272.0,373.0
2009,Louisiana Tech,Conference USA,584,250.0,327.0
2009,Louisville,ACC,736,369.99999999999994,354.0
2009,LSU,SEC,704,335.0,350.0
2009,Marshall,Conference USA,791,386.0,391.0
2009,Maryland,Big Ten,727,386.0,323.0
2009,Memphis,American Athletic,542,272.0,259.0
2009,Miami,ACC,785,409.0,362.0
2009,Miami (OH),Mid-American,600,399.0,195.0
2009,Michigan,Big Ten,670,296.0,362.0
2009,Michigan State,Big Ten,699,355.0,327.0
2009,Middle Tennessee,Conference USA,808,383.0,408.0
2009,Minnesota,Big Ten,765,395.00000000000006,357.0
2009,Mississippi State,SEC,759,260.0,485.0
2009,Missouri,SEC,807,430.0,352.0
2009,Navy,American Athletic,850,132.0,707.0
2009,NC State,ACC,684,355.0,319.0
2009,Nebraska,Big Ten,773,328.0,420.0
2009,Nevada,Mountain West,664,232.99999999999997,425.0
2009,New Mexico,Mountain West,699,418.0,265.0
2009,New Mexico State,FBS Independents,623,247.0,368.00000000000006
2009,North Carolina,ACC,776,357.0,398.99999999999994
2009,Northern Illinois,Mid-American,645,249.0,382.0
2009,North Texas,Conference USA,659,343.0,308.0
2009,Northwestern,Big Ten,980,528.0,434.0
2009,Notre Dame,FBS Independents,768,425.0,324.0
2009,Ohio,Mid-American,690,339.0,333.0
2009,Ohio State,Big Ten,762,281.0,461.0
2009,Oklahoma,Big 12,829,460.0,352.0
2009,Oklahoma State,Big 12,768,311.0,445.0
2009,Ole Miss,SEC,776,344.0,416.0
2009,Oregon,Pac-12,747,308.0,425.0
2009,Oregon State,Pac-12,789,425.0,341.0
2009,Penn State,Big Ten,742,351.0,375.0
2009,Pittsburgh,ACC,734,312.0,399.0
2009,Purdue,Big Ten,775,428.0,333.0
2009,Rice,Conference USA,677,380.99999999999994,287.0
2009,Rutgers,Big Ten,683,324.0,342.0
2009,San Diego State,Mountain West,592,337.0,245.99999999999997
2009,San José State,Mountain West,443,255.0,183.0
2009,SMU,American Athletic,766,457.00000000000006,298.0
2009,South Carolina,SEC,838,449.0,371.0
2009,Southern Mississippi,Conference USA,794,365.0,418.00000000000006
2009,South Florida,American Athletic,698,292.0,394.0
2009,Stanford,Pac-12,725,283.0,426.0
2009,Syracuse,ACC,707,328.0,364.99999999999994
2009,TCU,Big 12,710,288.0,410.0
2009,Temple,American Athletic,588,204.0,369.0
2009,Tennessee,SEC,768,361.0,395.0
2009,Texas,Big 12,825,463.99999999999994,339.0
2009,Texas A&M,SEC,830,419.00000000000006,400.0
2009,Texas State,Sun Belt,59,41.0,18.0
2009,Texas Tech,Big 12,857,615.0,230.99999999999997
2009,Toledo,Mid-American,673,370.00000000000006,294.0
2009,Troy,Sun Belt,826,483.0,326.0
2009,Tulane,American Athletic,633,304.0,320.0
2009,Tulsa,American Athletic,748,388.0,347.0
2009,UAB,Conference USA,528,220.0,299.0
2009,UCF,American Athletic,749,367.0,368.0
2009,UCLA,Pac-12,821,434.99999999999994,357.0
2009,UMass,FBS Independents,57,32.0,24.0
2009,UNLV,Mountain West,683,361.00000000000006,313.0
2009,USC,Pac-12,707,352.0,342.0
2009,Utah,Pac-12,797,381.0,395.0
2009,Utah State,Mountain West,757,355.0,388.00000000000006
2009,UTEP,Conference USA,568,321.0,238.0
2009,Vanderbilt,SEC,678,324.0,340.0
2009,Virginia,ACC,694,353.99999999999994,324.0
2009,Virginia Tech,ACC,699,252.0,430.0
2009,Wake Forest,ACC,755,395.0,348.0
2009,Washington,Pac-12,686,375.99999999999994,292.0
2009,Washington State,Pac-12,485,265.0,212.0
2009,Western Kentucky,Conference USA,668,309.0,346.0
2009,Western Michigan,Mid-American,727,469.0,249.0
2009,West Virginia,Big 12,812,357.0,441.99999999999994
2009,Wisconsin,Big Ten,802,318.0,469.00000000000006
2009,Wyoming,Mountain West,786,382.0,389.0
2010,Air Force,Mountain West,765,140.0,618.0
2010,Akron,Mid-American,633,329.0,293.0
2010,Alabama,SEC,638,323.0,298.0
2010,Appalachian State,Sun Belt,37,21.0,15.0
2010,Arizona,Pac-12,821,478.00000000000006,327.0
2010,Arizona State,Pac-12,758,433.0,309.0
2010,Arkansas,SEC,759,426.0,318.0
2010,Arkansas State,Sun Belt,575,309.0,257.0
2010,Army,FBS Independents,725,124.0,587.0
2010,Auburn,SEC,827,272.0,538.0
2010,Ball State,Mid-American,668,286.0,368.0
2010,Baylor,Big 12,726,394.00000000000006,314.0
2010,Boise State,Mountain West,603,325.0,263.0
2010,Boston College,ACC,741,337.0,383.0
2010,Bowling Green,Mid-American,623,381.0,237.0
2010,Buffalo,Mid-American,735,366.0,361.0
2010,BYU,FBS Independents,793,390.0,388.0
2010,California,Pac-12,556,260.0,287.0
2010,Central Michigan,Mid-American,671,400.0,261.0
2010,Cincinnati,American Athletic,698,398.0,288.0
2010,Clemson,ACC,768,385.0,370.0
2010,Coastal Carolina,Sun Belt,41,21.0,20.0
2010,Colorado,Pac-12,715,325.0,379.0
2010,Colorado State,Mountain West,543,310.0,222.0
2010,Connecticut,American Athletic,798,340.0,434.0
2010,Duke,ACC,785,470.0,295.0
2010,East Carolina,American Athletic,832,523.0,293.0
2010,Eastern Michigan,Mid-American,574,211.0,358.0
2010,Florida,SEC,730,350.0,372.0
2010,Florida Atlantic,Conference USA,519,253.0,257.0
2010,Florida International,Conference USA,638,281.0,348.0
2010,Florida State,ACC,780,370.0,390.0
2010,Fresno State,Mountain West,655,288.0,349.00000000000006
2010,Georgia,SEC,691,330.0,341.0
2010,Georgia Southern,Sun Belt,46,11.0,35.0
2010,Georgia State,Sun Belt,19,10.0,9.0
2010,Georgia Tech,ACC,836,164.0,657.0
2010,Hawai'i,Mountain West,693,500.0,177.0
2010,Houston,American Athletic,704,390.0,300.0
2010,Illinois,Big Ten,828,273.0,531.0
2010,Indiana,Big Ten,743,460.00000000000006,266.0
2010,Iowa,Big Ten,681,329.0,339.0
2010,Iowa State,Big 12,699,331.0,360.0
2010,Kansas,Big 12,680,318.0,354.0
2010,Kansas State,Big 12,707,285.0,414.0
2010,Kent State,Mid-American,624,345.0,270.0
2010,Kentucky,SEC,793,416.0,366.0
2010,Liberty,FBS Independents,62,37.0,25.0
2010,Louisiana,Sun Belt,750,416.0,326.0
2010,Louisiana Monroe,Sun Belt,699,341.0,351.00000000000006
2010,Louisiana Tech,Conference USA,810,396.0,400.0
2010,Louisville,ACC,754,339.0,401.0
2010,LSU,SEC,790,299.0,464.0
2010,Marshall,Conference USA,671,369.99999999999994,295.0
2010,Maryland,Big Ten,697,357.0,327.0
2010,Memphis,American Athletic,465,230.0,222.0
2010,Miami,ACC,838,412.0,414.0
2010,Miami (OH),Mid-American,839,479.0,345.0
2010,Michigan,Big Ten,817,340.0,474.0
2010,Michigan State,Big Ten,682,315.0,354.0
2010,Middle Tennessee,Conference USA,728,315.0,404.0
2010,Minnesota,Big Ten,748,345.0,391.0
2010,Mississippi State,SEC,774,264.0,497.0
2010,Missouri,SEC,778,433.99999999999994,330.0
2010,Navy,American Athletic,768,151.0,609.0
2010,NC State,ACC,919,529.0,370.0
2010,Nebraska,Big Ten,802,273.0,512.0
2010,Nevada,Mountain West,888,346.0,531.0
2010,New Mexico,Mountain West,635,280.0,348.00000000000006
2010,New Mexico State,FBS Independents,569,266.0,287.0
2010,North Carolina,ACC,801,421.99999999999994,358.0
2010,Northern Illinois,Mid-American,775,301.0,454.99999999999994
2010,North Texas,Conference USA,558,234.0,314.0
2010,Northwestern,Big Ten,721,328.0,379.0
2010,Notre Dame,FBS Independents,792,437.99999999999994,334.0
2010,Ohio,Mid-American,615,232.0,372.0
2010,Ohio State,Big Ten,681,293.0,367.0
2010,Oklahoma,Big 12,980,556.0,403.0
2010,Oklahoma State,Big 12,810,445.0,339.0
2010,Ole Miss,SEC,750,308.0,425.99999999999994
2010,Oregon,Pac-12,783,332.0,440.00000000000006
2010,Oregon State,Pac-12,675,350.0,316.0
2010,Penn State,Big Ten,812,394.0,398.0
2010,Pittsburgh,ACC,765,352.0,396.00000000000006
2010,Purdue,Big Ten,712,324.0,375.0
2010,Rice,Conference USA,683,302.0,371.0
2010,Rutgers,Big Ten,701,349.0,340.0
2010,San Diego State,Mountain West,729,387.0,329.0
2010,San José State,Mountain West,682,406.0,261.0
2010,SMU,American Athletic,856,506.0,343.0
2010,South Carolina,SEC,783,359.0,409.0
2010,Southern Mississippi,Conference USA,824,377.0,419.00000000000006
2010,South Florida,American Athletic,774,332.0,425.00000000000006
2010,Stanford,Pac-12,695,312.0,367.0
2010,Syracuse,ACC,708,336.0,354.0
2010,TCU,Big 12,660,265.0,385.0
2010,Temple,American Athletic,667,300.0,354.0
2010,Tennessee,SEC,679,382.0,285.0
2010,Texas,Big 12,777,394.99999999999994,361.0
2010,Texas A&M,SEC,902,483.00000000000006,402.0
2010,Texas State,Sun Belt,39,16.0,23.0
2010,Texas Tech,Big 12,898,544.0,346.0
2010,Toledo,Mid-American,741,328.0,408.0
2010,Troy,Sun Belt,694,385.0,296.0
2010,Tulane,American Athletic,803,421.0,368.0
2010,Tulsa,American Athletic,788,409.0,365.0
2010,UAB,Conference USA,774,423.0,345.0
2010,UCF,American Athletic,712,245.0,457.00000000000006
2010,UCLA,Pac-12,706,290.0,403.0
2010,UMass,FBS Independents,73,28.0,44.0
2010,UNLV,Mountain West,573,259.0,308.0
2010,USC,Pac-12,814,414.00000000000006,392.0
2010,Utah,Pac-12,619,319.00000000000006,288.0
2010,Utah State,Mountain West,710,292.0,407.0
2010,UTEP,Conference USA,698,360.0,326.0
2010,Vanderbilt,SEC,647,326.0,310.0
2010,Virginia,ACC,734,392.0,331.0
2010,Virginia Tech,ACC,766,311.0,435.99999999999994
2010,Wake Forest,ACC,603,265.0,327.0
2010,Washington,Pac-12,765,358.0,392.99999999999994
2010,Washington State,Pac-12,689,365.0,318.0
2010,Western Kentucky,Conference USA,581,235.0,339.0
2010,Western Michigan,Mid-American,716,443.00000000000006,263.0
2010,West Virginia,Big 12,851,399.0,441.99999999999994
2010,Wisconsin,Big Ten,709,243.00000000000003,450.0
2010,Wyoming,Mountain West,582,275.0,298.0
2011,Air Force,Mountain West,726,178.0,535.0
2011,Akron,Mid-American,552,272.0,271.0
2011,Alabama,SEC,683,314.0,350.0
2011,Appalachian State,Sun Belt,29,13.0,16.0
2011,Arizona,Pac-12,766,516.0,242.00000000000003
2011,Arizona State,Pac-12,840,497.0,329.0
2011,Arkansas,SEC,739,430.00000000000006,287.0
2011,Arkansas State,Sun Belt,862,462.0,379.0
2011,Army,FBS Independents,617,79.0,535.0
2011,Auburn,SEC,729,280.0,437.0
2011,Ball State,Mid-American,703,384.00000000000006,305.0
2011,Baylor,Big 12,793,359.0,426.00000000000006
2011,Boise State,Mountain West,736,380.0,350.0
2011,Boston College,ACC,699,324.0,365.0
2011,Bowling Green,Mid-American,702,386.0,308.0
2011,Buffalo,Mid-American,737,393.0,334.0
2011,BYU,FBS Independents,784,387.0,382.0
2011,California,Pac-12,781,400.0,361.0
2011,Central Michigan,Mid-American,696,406.0,276.0
2011,Cincinnati,American Athletic,757,368.0,376.0
2011,Clemson,ACC,933,470.0,441.0
2011,Coastal Carolina,Sun Belt,23,15.0,8.0
2011,Colorado,Pac-12,703,390.0,301.0
2011,Colorado State,Mountain West,716,337.0,368.0
2011,Connecticut,American Athletic,752,354.0,376.0
2011,Duke,ACC,734,446.0,280.0
2011,East Carolina,American Athletic,787,460.99999999999994,315.0
2011,Eastern Michigan,Mid-American,682,180.0,487.0
2011,Florida,SEC,690,304.0,362.00000000000006
2011,Florida Atlantic,Conference USA,600,315.0,278.0
2011,Florida International,Conference USA,805,373.0,409.99999999999994
2011,Florida State,ACC,706,367.0,317.0
2011,Fresno State,Mountain West,780,407.0,363.0
2011,Georgia,SEC,857,388.0,448.0
2011,Georgia Southern,Sun Belt,39,4.0,34.0
2011,Georgia State,Sun Belt,32,14.0,18.0
2011,Georgia Tech,ACC,766,163.0,592.0
2011,Hawai'i,Mountain West,726,513.0,204.0
2011,Houston,American Athletic,828,521.0,294.0
2011,Illinois,Big Ten,833,361.0,463.00000000000006
2011,Indiana,Big Ten,743,352.0,379.0
2011,Iowa,Big Ten,792,397.0,381.0
2011,Iowa State,Big 12,881,433.0,438.0
2011,Kansas,Big 12,637,238.0,391.0
2011,Kansas State,Big 12,785,299.0,470.0
2011,Kent State,Mid-American,661,313.0,334.00000000000006
2011,Kentucky,SEC,649,312.0,325.0
2011,Liberty,FBS Independents,75,45.0,28.0
2011,Louisiana,Sun Belt,807,407.99999999999994,380.0
2011,Louisiana Monroe,Sun Belt,821,459.99999999999994,355.0
2011,Louisiana Tech,Conference USA,848,427.0,406.0
2011,Louisville,ACC,809,396.0,401.0
2011,LSU,SEC,669,245.0,408.99999999999994
2011,Marshall,Conference USA,683,343.0,327.0
2011,Maryland,Big Ten,757,395.00000000000006,350.0
2011,Memphis,American Athletic,462,257.0,199.0
2011,Miami,ACC,698,337.0,350.0
2011,Miami (OH),Mid-American,739,456.0,281.0
2011,Michigan,Big Ten,723,258.0,455.0
2011,Michigan State,Big Ten,819,414.0,388.0
2011,Middle Tennessee,Conference USA,698,372.00000000000006,317.0
2011,Minnesota,Big Ten,583,228.0,345.0
2011,Mississippi State,SEC,747,318.0,416.99999999999994
2011,Missouri,SEC,852,354.0,484.0
2011,Navy,American Athletic,704,131.0,562.0
2011,NC State,ACC,801,424.99999999999994,365.0
2011,Nebraska,Big Ten,785,269.0,497.0
2011,Nevada,Mountain West,830,345.0,471.0
2011,New Mexico,Mountain West,554,292.00000000000006,258.0
2011,New Mexico State,FBS Independents,733,406.0,319.0
2011,North Carolina,ACC,713,348.0,358.00000000000006
2011,Northern Illinois,Mid-American,836,358.0,457.0
2011,North Texas,Conference USA,618,277.0,333.0
2011,Northwestern,Big Ten,794,364.0,423.99999999999994
2011,Notre Dame,FBS Independents,781,437.00000000000006,336.0
2011,Ohio,Mid-American,931,401.0,506.0
2011,Ohio State,Big Ten,737,255.99999999999997,464.0
2011,Oklahoma,Big 12,838,485.0,330.0
2011,Oklahoma State,Big 12,754,482.0,252.0
2011,Ole Miss,SEC,643,276.0,357.0
2011,Oregon,Pac-12,776,318.0,450.00000000000006
2011,Oregon State,Pac-12,743,468.0,263.0
2011,Penn State,Big Ten,807,351.0,441.0
2011,Pittsburgh,ACC,895,464.99999999999994,410.0
2011,Purdue,Big Ten,802,364.0,419.00000000000006
2011,Rice,Conference USA,725,346.0,361.0
2011,Rutgers,Big Ten,856,450.0,389.0
2011,San Diego State,Mountain West,815,394.0,413.99999999999994
2011,San José State,Mountain West,792,457.0,313.0
2011,SMU,American Athletic,583,354.0,221.0
2011,South Alabama,Sun Belt,118,70.0,46.0
2011,South Carolina,SEC,795,318.0,469.0
2011,Southern Mississippi,Conference USA,907,447.0,436.0
2011,South Florida,American Athletic,792,391.0,382.0
2011,Stanford,Pac-12,770,352.0,401.99999999999994
2011,Syracuse,ACC,765,405.0,345.0
2011,TCU,Big 12,731,313.0,404.00000000000006
2011,Temple,American Athletic,600,172.0,416.0
2011,Tennessee,SEC,573,328.0,238.0
2011,Texas,Big 12,763,315.0,432.0
2011,Texas A&M,SEC,890,464.0,400.0
2011,Texas State,Sun Belt,98,33.0,62.0
2011,Texas Tech,Big 12,802,494.00000000000006,293.0
2011,Toledo,Mid-American,839,369.0,454.0
2011,Troy,Sun Belt,674,436.0,232.0
2011,Tulane,American Athletic,749,391.00000000000006,348.0
2011,Tulsa,American Athletic,678,309.0,354.0
2011,UAB,Conference USA,657,355.0,288.0
2011,UCF,American Athletic,706,323.0,370.0
2011,UCLA,Pac-12,754,292.0,452.0
2011,UMass,FBS Independents,47,25.0,21.0
2011,UNLV,Mountain West,520,190.0,324.0
2011,USC,Pac-12,749,400.0,335.0
2011,Utah,Pac-12,736,323.0,395.99999999999994
2011,Utah State,Mountain West,794,266.0,522.0
2011,UTEP,Conference USA,627,336.0,278.0
2011,Vanderbilt,SEC,711,328.0,375.0
2011,Virginia,ACC,883,420.0,446.99999999999994
2011,Virginia Tech,ACC,867,362.0,489.0
2011,Wake Forest,ACC,815,434.0,363.0
2011,Washington,Pac-12,749,368.0,369.0
2011,Washington State,Pac-12,693,408.00000000000006,272.0
2011,Western Kentucky,Conference USA,769,293.0,471.0
2011,Western Michigan,Mid-American,784,491.00000000000006,280.0
2011,West Virginia,Big 12,783,474.0,294.0
2011,Wisconsin,Big Ten,674,269.0,398.0
2011,Wyoming,Mountain West,736,347.0,382.0
2012,Air Force,Mountain West,850,143.0,703.0
2012,Akron,Mid-American,688,436.0,243.0
2012,Alabama,SEC,662,278.0,369.0
2012,Appalachian State,Sun Belt,68,37.0,29.0
2012,Arizona,Pac-12,885,473.00000000000006,398.0
2012,Arizona State,Pac-12,794,364.0,416.0
2012,Arkansas,SEC,660,374.0,273.0
2012,Arkansas State,Sun Belt,758,358.0,385.0
2012,Army,FBS Independents,826,113.00000000000001,700.0
2012,Auburn,SEC,573,250.0,311.0
2012,Ball State,Mid-American,940,449.0,465.0
2012,Baylor,Big 12,900,422.0,462.0
2012,Boise State,Mountain West,706,345.0,346.0
2012,Boston College,ACC,748,469.99999999999994,260.0
2012,Bowling Green,Mid-American,799,414.99999999999994,374.0
2012,Buffalo,Mid-American,709,316.0,382.00000000000006
2012,BYU,FBS Independents,837,465.99999999999994,363.0
2012,California,Pac-12,725,350.0,359.0
2012,Central Michigan,Mid-American,702,354.0,335.0
2012,Cincinnati,American Athletic,775,353.0,407.0
2012,Clemson,ACC,913,426.0,467.99999999999994
2012,Coastal Carolina,Sun Belt,77,50.0,27.0
2012,Colorado,Pac-12,603,349.0,249.0
2012,Colorado State,Mountain West,607,293.0,305.0
2012,Connecticut,American Athletic,762,389.00000000000006,359.0
2012,Duke,ACC,807,463.0,324.0
2012,East Carolina,American Athletic,768,425.0,329.0
2012,Eastern Michigan,Mid-American,658,276.0,372.0
2012,Florida,SEC,759,306.0,428.99999999999994
2012,Florida Atlantic,Conference USA,731,390.0,333.0
2012,Florida International,Conference USA,758,351.0,396.00000000000006
2012,Florida State,ACC,715,358.0,335.0
2012,Fresno State,Mountain West,780,436.0,333.0
2012,Georgia,SEC,749,360.0,381.0
2012,Georgia Southern,Sun Belt,38,2.0,36.0
2012,Georgia State,Sun Belt,84,48.0,34.0
2012,Georgia Tech,ACC,857,175.0,670.0
2012,Hawai'i,Mountain West,597,319.0,267.0
2012,Houston,American Athletic,824,499.0,306.0
2012,Illinois,Big Ten,657,313.0,336.0
2012,Indiana,Big Ten,806,478.00000000000006,313.0
2012,Iowa,Big Ten,714,364.0,333.0
2012,Iowa State,Big 12,842,425.0,404.0
2012,Kansas,Big 12,715,289.0,416.99999999999994
2012,Kansas State,Big 12,685,282.0,385.0
2012,Kent State,Mid-American,837,334.0,484.00000000000006
2012,Kentucky,SEC,672,355.0,309.0
2012,Louisiana,Sun Belt,683,315.0,354.0
2012,Louisiana Monroe,Sun Belt,820,485.0,330.0
2012,Louisiana Tech,Conference USA,895,473.00000000000006,411.0
2012,Louisville,ACC,844,437.00000000000006,389.0
2012,LSU,SEC,818,366.0,430.99999999999994
2012,Marshall,Conference USA,899,540.0,347.0
2012,Maryland,Big Ten,701,305.0,385.00000000000006
2012,Memphis,American Athletic,667,259.0,402.0
2012,Miami,ACC,750,417.00000000000006,314.0
2012,Miami (OH),Mid-American,721,442.99999999999994,262.0
2012,Michigan,Big Ten,704,295.0,391.99999999999994
2012,Michigan State,Big Ten,907,456.0,428.0
2012,Middle Tennessee,Conference USA,709,295.0,396.0
2012,Minnesota,Big Ten,735,301.0,422.0
2012,Mississippi State,SEC,707,360.0,333.0
2012,Missouri,SEC,735,380.0,340.0
2012,Navy,American Athletic,740,160.0,570.0
2012,NC State,ACC,904,539.0,352.0
2012,Nebraska,Big Ten,845,339.0,484.0
2012,Nevada,Mountain West,971,383.0,577.0
2012,New Mexico,Mountain West,680,136.0,535.0
2012,New Mexico State,FBS Independents,576,322.0,251.0
2012,North Carolina,ACC,754,392.0,346.0
2012,Northern Illinois,Mid-American,721,310.0,401.0
2012,North Texas,Conference USA,725,316.0,398.0
2012,Northwestern,Big Ten,867,352.0,497.0
2012,Notre Dame,FBS Independents,789,355.0,411.0
2012,Ohio,Mid-American,732,331.0,384.0
2012,Ohio State,Big Ten,734,270.0,455.0
2012,Oklahoma,Big 12,853,497.0,341.0
2012,Oklahoma State,Big 12,826,424.0,377.0
2012,Ole Miss,SEC,801,379.0,406.0
2012,Oregon,Pac-12,733,303.0,423.0
2012,Oregon State,Pac-12,807,455.0,337.0
2012,Penn State,Big Ten,813,428.0,370.0
2012,Pittsburgh,ACC,782,368.0,394.0
2012,Purdue,Big Ten,728,376.00000000000006,344.0
2012,Rice,Conference USA,918,378.0,517.0
2012,Rutgers,Big Ten,774,372.0,391.00000000000006
2012,San Diego State,Mountain West,777,303.0,465.99999999999994
2012,San José State,Mountain West,798,435.0,346.0
2012,SMU,American Athletic,675,406.0,256.0
2012,South Alabama,Sun Belt,810,405.0,386.0
2012,South Carolina,SEC,700,323.0,366.99999999999994
2012,Southern Mississippi,Conference USA,576,245.0,320.0
2012,South Florida,American Athletic,767,389.0,362.0
2012,Stanford,Pac-12,859,372.0,472.00000000000006
2012,Syracuse,ACC,939,450.0,474.99999999999994
2012,TCU,Big 12,820,378.0,421.0
2012,Temple,American Athletic,595,214.0,367.0
2012,Tennessee,SEC,783,420.0,350.0
2012,Texas,Big 12,740,345.0,384.0
2012,Texas A&M,SEC,777,390.0,375.0
2012,Texas State,Sun Belt,612,320.0,281.0
2012,Texas Tech,Big 12,784,488.0,280.0
2012,Toledo,Mid-American,918,438.0,456.0
2012,Troy,Sun Belt,922,497.99999999999994,408.0
2012,Tulane,American Athletic,568,384.0,167.0
2012,Tulsa,American Athletic,967,421.0,537.0
2012,UAB,Conference USA,734,424.0,294.0
2012,UCF,American Athletic,809,388.0,411.0
